GeneID,Module_orig,Module_EM
6738,112,1
51022,112,1
79577,112,1
140609,112,1
5788,112,1
23528,112,1
83479,112,1
2848,112,1
23046,112,1
252839,112,1
1465,112,1
107985246,112,1
376693,112,1
100873949,112,1
55705,112,1
102466724,112,1
149345,442,16
10440,112,1
6051,112,1
112268254,112,1
102723465,112,1
127829,112,1
5778,112,1
59352,112,1
4660,112,1
105371686,112,1
10765,112,1
5877,112,1
59349,112,1
51094,357,19
51706,112,1
92703,112,1
105371687,112,1
4608,250,18
1116,337,10
7832,112,1
493,112,1
677843,112,1
54900,112,1
9877,112,1
100381270,112,1
6635,112,1
9580,112,1
84919,112,1
5287,112,1
4194,112,1
105371692,112,1
10446,112,1
388730,112,1
5929,112,1
25778,112,1
9911,441,13
81788,112,1
2005,112,1
85414,112,1
64710,112,1
8934,112,1
254428,112,1
103021295,112,1
440712,112,1
105372857,112,1
23380,112,1
9641,112,1
83593,112,1
1939,112,1
9261,112,1
11009,112,1
9214,112,1
55432,112,1
5208,112,1
722,385,4
1604,112,1
1380,112,1
1378,112,1
1379,112,1
4179,112,1
100128537,112,1
407026,112,1
407025,112,1
50486,114,5
80342,112,1
148304,112,1
27042,112,1
55758,112,1
7188,112,1
84791,112,1
7779,112,1
9926,112,1
25896,112,1
100131205,112,1
5525,112,1
692157,112,1
55248,112,1
29937,112,1
467,11,4
55509,112,1
25936,112,1
128387,112,1
642946,112,1
28982,112,1
90806,112,1
26750,112,1
56950,112,1
643136,112,1
2058,112,1
10380,112,1
55699,112,1
25782,112,1
79762,112,1
64757,112,1
100873924,112,1
3142,112,1
11221,112,1
105372956,112,1
79802,112,1
375056,112,1
64853,112,1
148362,112,1
7100,112,1
55061,112,1
824,112,1
105373041,112,1
7159,112,1
441124,112,1
23219,112,1
8560,112,1
4931,112,1
29097,112,1
80232,112,1
3930,112,1
6726,112,1
2052,112,1
9725,112,1
29920,112,1
102466270,112,1
163859,112,1
3020,112,1
64746,112,1
107985353,112,1
142,112,1
3707,112,1
100506443,112,1
5664,112,1
56997,112,1
116841,112,1
65094,112,1
107985355,112,1
375,112,1
100500810,112,1
79169,112,1
128308,112,1
2987,383,19
200205,112,1
84033,112,1
81559,112,1
102465444,296,18
92815,112,1
149603,112,1
100169751,112,1
100169753,112,1
100169754,112,1
100169755,112,1
100169756,112,1
100169757,112,1
100169758,112,1
100169759,112,1
100169761,112,1
100169762,112,1
100169763,112,1
100169764,112,1
100169765,112,1
100169766,112,1
100169767,112,1
58480,112,1
100169768,112,1
5867,112,1
126731,112,1
55746,112,1
23456,112,1
27097,112,1
9816,112,1
2590,112,1
105373165,112,1
22796,112,1
107985358,112,1
84886,112,1
79573,112,1
64801,112,1
375061,112,1
100302132,112,1
128061,112,1
8443,112,1
112268256,112,1
149371,112,1
83932,112,1
54583,112,1
100303453,112,1
7257,112,1
27185,112,1
57568,112,1
107985361,112,1
84284,112,1
80003,112,1
101927765,112,1
388753,112,1
6894,112,1
359948,112,1
105373211,112,1
101927851,112,1
107985366,112,1
9804,112,1
23029,112,1
51742,112,1
9453,112,1
6905,112,1
148789,112,1
1130,112,1
4811,112,1
7107,112,1
56605,112,1
3964,112,1
100287902,112,1
107985367,112,1
55127,112,1
4548,112,1
100506915,112,1
2271,112,1
8564,112,1
23596,112,1
731275,112,1
9859,112,1
10806,112,1
10000,112,1
105373255,112,1
10472,112,1
105373262,112,1
159,112,1
51029,112,1
116228,112,1
3192,112,1
106635532,112,1
84288,31,4
64216,112,1
163882,112,1
51097,112,1
25909,112,1
79862,112,1
112268259,112,1
100500849,112,1
84838,112,1
114548,112,1
25893,286,16
343171,179,3
105373279,112,1
107985747,112,1
80851,112,1
100422879,112,1
79894,112,1
55657,112,1
267002,112,1
102724250,112,1
26751,112,1
52,112,1
129787,112,1
7260,112,1
51112,112,1
55256,112,1
246243,112,1
100506054,112,1
6201,112,1
104326052,112,1
129607,76,8
91543,98,8
9781,112,1
3398,112,1
57498,112,1
129642,112,1
9270,112,1
51692,112,1
285148,112,1
6868,112,1
10971,112,1
9014,112,1
112268412,112,1
101929882,112,1
8462,112,1
3241,112,1
4953,112,1
79954,112,1
245973,112,1
10130,112,1
130814,112,1
9475,112,1
1876,112,1
23175,112,1
28951,112,1
100422986,112,1
51594,112,1
1653,112,1
81553,112,1
79677,112,1
57665,112,1
400946,112,1
130502,112,1
9741,112,1
23369,112,1
388,112,1
64342,112,1
60526,112,1
165324,112,1
80304,112,1
51639,112,1
375190,112,1
9540,112,1
50618,112,1
8648,112,1
391356,112,1
79172,112,1
109,112,1
5443,112,1
1788,112,1
1838,112,1
55252,112,1
3797,112,1
10890,112,1
3030,112,1
3032,112,1
85465,112,1
54978,112,1
22924,112,1
54867,112,1
60509,112,1
100128731,112,1
3795,112,1
84696,112,1
10113,112,1
8884,112,1
51374,112,1
790,112,1
7349,112,1
4358,112,1
2976,112,1
100505624,112,1
105374363,112,1
8890,112,1
9784,112,1
130557,112,1
5496,112,1
2498,112,1
29959,112,1
200634,112,1
26160,112,1
84450,112,1
11321,112,1
9913,112,1
22950,112,1
9553,112,1
9577,112,1
100302650,112,1
100422965,235,9
2355,112,1
151056,112,1
5500,112,1
55006,112,1
23160,112,1
79745,112,1
51646,112,1
81606,112,1
253558,112,1
30845,112,1
51072,112,1
84661,112,1
6683,112,1
55676,112,1
58484,112,1
84272,112,1
57448,112,1
55622,112,1
25780,112,1
25940,112,1
9637,112,1
6801,112,1
54497,112,1
253635,112,1
5610,112,1
100505876,112,1
10153,112,1
55471,112,1
23683,112,1
25797,112,1
10602,112,1
101929559,112,1
151393,112,1
1545,112,1
64225,112,1
92906,112,1
130589,112,1
6432,112,1
79833,112,1
90957,112,1
6654,112,1
80745,112,1
6546,112,1
101929667,112,1
27436,112,1
107985873,112,1
9167,112,1
165140,112,1
23498,112,1
100506047,112,1
678,112,1
100129726,112,1
63892,112,1
107985877,112,1
10128,112,1
102723904,112,1
5495,112,1
9581,112,1
55133,112,1
2034,112,1
90423,112,1
23433,112,1
100506142,112,1
5281,112,1
9419,112,1
9655,112,1
90411,112,1
57217,112,1
805,112,1
4436,112,1
2956,112,1
80204,112,1
3344,112,1
129285,112,1
51130,112,1
100302652,112,1
27248,112,1
100500850,228,9
23198,112,1
6711,112,1
400954,112,1
57142,112,1
6233,112,1
4528,112,1
55704,112,1
112942,112,1
57223,112,1
107985885,112,1
87178,112,1
7444,112,1
55120,112,1
53335,112,1
64895,112,1
5966,112,1
5194,112,1
339803,112,1
339804,112,1
130872,112,1
9736,112,1
105377633,112,1
7514,112,1
10575,112,1
150684,112,1
10678,112,1
5013,112,1
4190,112,1
7360,112,1
51542,112,1
57162,112,1
100507006,112,1
105374768,112,1
29094,112,1
54812,112,1
9792,112,1
6509,112,1
23177,112,1
5861,112,1
10097,112,1
10438,112,1
116143,112,1
56902,112,1
5534,112,1
5341,112,1
9938,112,1
2673,112,1
27247,112,1
22848,112,1
112268437,112,1
307,112,1
107985770,187,18
64395,112,1
11017,112,1
4084,112,1
151516,112,1
400960,112,1
5093,112,1
54980,112,1
7072,112,1
51449,112,1
6637,112,1
84908,112,1
7039,112,1
79998,112,1
113419,112,1
55577,112,1
84693,112,1
10199,112,1
27332,112,1
8291,112,1
6697,112,1
94097,112,1
26056,112,1
10322,112,1
84279,112,1
10574,112,1
150726,112,1
7840,112,1
51471,335,18
51002,112,1
8446,112,1
10617,112,1
112268419,112,1
1716,112,1
100874048,112,1
200424,112,1
107985898,112,1
388962,112,1
55233,112,1
10797,112,1
57835,112,1
1639,112,1
388963,112,1
84058,112,1
100532735,112,1
83444,112,1
23559,112,1
7841,112,1
116540,112,1
84865,112,1
64427,112,1
151534,112,1
84759,112,1
550,112,1
27429,112,1
84695,112,1
1796,112,1
3099,112,1
105374809,112,1
56655,112,1
9801,112,1
8802,112,1
129293,112,1
105374836,112,1
9168,112,1
105374838,112,1
56888,112,1
83439,112,1
100996506,112,1
10618,112,1
54884,112,1
84173,112,1
822,112,1
4144,112,1
2677,112,1
8673,112,1
10791,61,17
51255,112,1
129303,112,1
10713,112,1
388969,112,1
10578,112,1
8869,112,1
25885,112,1
55037,112,1
692225,112,1
10989,112,1
51318,112,1
55818,112,1
100526767,112,1
51652,112,1
7844,112,1
64795,112,1
925,112,1
926,112,1
100286979,112,1
5343,112,1
285074,112,1
102724642,112,1
112597,112,1
730268,112,1
5342,112,1
51315,112,1
101928371,112,1
9451,112,1
22934,112,1
3514,112,1
28946,112,1
28947,112,1
28948,131,10
28949,112,1
28950,112,1
28908,112,1
28907,112,1
28299,112,1
28943,112,1
28915,387,9
28942,112,1
28941,112,1
28914,193,10
28940,112,1
28939,112,1
28913,112,1
28938,112,1
28937,112,1
28912,112,1
28906,112,1
28923,112,1
28922,112,1
28935,124,14
28921,112,1
28920,309,0
28919,112,1
28933,112,1
28931,112,1
28930,112,1
107985911,112,1
28878,112,1
28893,112,1
28896,112,1
28881,112,1
28882,256,0
28883,112,1
28898,405,18
28885,162,18
28870,140,18
28874,112,1
28900,282,18
28901,112,1
28875,112,1
28902,112,1
28903,112,1
28876,177,16
28904,112,1
4118,112,1
105373488,112,1
64969,112,1
84874,112,1
7549,112,1
51011,112,1
150759,112,1
729234,112,1
150763,112,1
1844,112,1
56910,112,1
285033,112,1
55654,112,1
9391,112,1
23020,112,1
150771,112,1
10865,112,1
55683,112,1
81562,112,1
26504,112,1
100506036,112,1
26505,112,1
200539,112,1
51239,112,1
54910,112,1
151313,112,1
100506076,112,1
100506123,112,1
1329,112,1
10120,112,1
7535,112,1
23505,112,1
107985921,112,1
3631,112,1
493753,112,1
25972,112,1
11320,112,1
51601,112,1
129531,112,1
51263,112,1
10190,112,1
9669,112,1
51455,112,1
79031,112,1
6160,112,1
11138,112,1
55571,112,1
105373511,112,1
284996,112,1
692205,112,1
9448,112,1
100506328,112,1
7850,112,1
3554,112,1
8809,112,1
8807,112,1
100616157,112,1
84804,112,1
64965,112,1
101927492,112,1
9392,112,1
79074,112,1
8440,112,1
80146,112,1
927,112,1
9648,112,1
644903,112,1
3987,112,1
5903,112,1
10913,112,1
344558,112,1
205251,112,1
10018,112,1
541471,112,1
64682,112,1
84910,112,1
84524,112,1
376940,112,1
150465,112,1
84172,112,1
84269,112,1
400999,112,1
6574,112,1
102724955,112,1
3553,112,1
3557,112,1
23550,112,1
654433,112,1
150472,112,1
375260,112,1
84771,360,18
118433,112,1
11159,112,1
80255,112,1
10096,112,1
8886,112,1
54520,112,1
51141,112,1
8685,112,1
1622,112,1
5775,112,1
105373582,53,4
79134,112,1
5899,112,1
23332,112,1
254128,112,1
84365,112,1
7247,112,1
2995,267,19
274,112,1
2071,112,1
10746,112,1
55677,112,1
4648,112,1
55679,112,1
55339,112,1
84826,112,1
5433,112,1
83607,112,1
79595,112,1
56886,112,1
9394,112,1
55627,112,1
80097,112,1
84317,112,1
92856,112,1
26469,112,1
50649,112,1
130074,112,1
55041,112,1
653784,112,1
100616378,112,1
150776,112,1
4249,112,1
905,112,1
22930,112,1
23518,112,1
107985946,112,1
23190,112,1
